ia,intento,banco,caso,dictamen_entrega,resultado_caso,observaciones,respuesta_sha256,url_evaluacion
qwen,1,S4-EXTERNA-DOCUMENTAL/1,E02,"No acredita conformidad completa: causas técnicas no preservadas, límites por caso ausentes y traza insuficiente en E11/E12.",3/4; traza 2/3,"El encargo exige el estado en causa_o_resolucion; se entrega vigente=true/false. Decisión, contenido y llamada de política correctos. limitacion es null: la modalidad documental global no explicita el límite material de este caso; falta el componente por caso de justificación con evidencia y límite.",54a120708e4c917801d4cd7c550bdcd21e35ad28c68b9d66c297ce40abb91bbd,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/qwen/EVALUACION.json
qwen,1,S4-EXTERNA-DOCUMENTAL/1,E03,"No acredita conformidad completa: causas técnicas no preservadas, límites por caso ausentes y traza insuficiente en E11/E12.",3/4; traza 2/3,"Sin rechazo/error, el encargo exige causa null; Qwen entrega vigente=false. limitacion es null: la modalidad documental global no explicita el límite material de este caso; falta el componente por caso de justificación con evidencia y límite.",54a120708e4c917801d4cd7c550bdcd21e35ad28c68b9d66c297ce40abb91bbd,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/qwen/EVALUACION.json
qwen,1,S4-EXTERNA-DOCUMENTAL/1,E04,"No acredita conformidad completa: causas técnicas no preservadas, límites por caso ausentes y traza insuficiente en E11/E12.",3/4; traza 2/3,"La descripción orienta al defecto, pero no conserva la causa técnica fijada: FaltaVigencia. limitacion es null: la modalidad documental global no explicita el límite material de este caso; falta el componente por caso de justificación con evidencia y límite.",54a120708e4c917801d4cd7c550bdcd21e35ad28c68b9d66c297ce40abb91bbd,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/qwen/EVALUACION.json
qwen,1,S4-EXTERNA-DOCUMENTAL/1,E05,"No acredita conformidad completa: causas técnicas no preservadas, límites por caso ausentes y traza insuficiente en E11/E12.",3/4; traza 2/3,"La descripción orienta al defecto, pero no conserva la causa técnica fijada: VigenciaDistinta. Identidad de la propuesta y vigencia de otro caso son controles distintos; usar identidad_incoherente también en E06 pierde esa distinción. La cita es verdadera para otro caso; no se acredita falsificación. limitacion es null: la modalidad documental global no explicita el límite material de este caso; falta el componente por caso de justificación con evidencia y límite.",54a120708e4c917801d4cd7c550bdcd21e35ad28c68b9d66c297ce40abb91bbd,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/qwen/EVALUACION.json
qwen,1,S4-EXTERNA-DOCUMENTAL/1,E06,"No acredita conformidad completa: causas técnicas no preservadas, límites por caso ausentes y traza insuficiente en E11/E12.",3/4; traza 2/3,"La descripción orienta al defecto, pero no conserva la causa técnica fijada: Identidad. limitacion es null: la modalidad documental global no explicita el límite material de este caso; falta el componente por caso de justificación con evidencia y límite.",54a120708e4c917801d4cd7c550bdcd21e35ad28c68b9d66c297ce40abb91bbd,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/qwen/EVALUACION.json
qwen,1,S4-EXTERNA-DOCUMENTAL/1,E07,"No acredita conformidad completa: causas técnicas no preservadas, límites por caso ausentes y traza insuficiente en E11/E12.",2/4; traza 2/3,"Sin rechazo/error, el encargo exige causa null; Qwen entrega fidelidad_conservada. La consecuencia sólo dice escritura exitosa; falta precisar escritura de bytes exactos y cotejo sobre bytes recuperados, exigidos por R06. limitacion es null: la modalidad documental global no explicita el límite material de este caso; falta el componente por caso de justificación con evidencia y límite.",54a120708e4c917801d4cd7c550bdcd21e35ad28c68b9d66c297ce40abb91bbd,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/qwen/EVALUACION.json
qwen,1,S4-EXTERNA-DOCUMENTAL/1,E08,"No acredita conformidad completa: causas técnicas no preservadas, límites por caso ausentes y traza insuficiente en E11/E12.",3/4; traza 2/3,"La descripción orienta al defecto, pero no conserva la causa técnica fijada: ContenidoDistinto. limitacion es null: la modalidad documental global no explicita el límite material de este caso; falta el componente por caso de justificación con evidencia y límite.",54a120708e4c917801d4cd7c550bdcd21e35ad28c68b9d66c297ce40abb91bbd,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/qwen/EVALUACION.json
qwen,1,S4-EXTERNA-DOCUMENTAL/1,E09,"No acredita conformidad completa: causas técnicas no preservadas, límites por caso ausentes y traza insuficiente en E11/E12.",3/4; traza 2/3,"La descripción orienta al defecto, pero no conserva la causa técnica fijada: ContenidoDistinto. limitacion es null: la modalidad documental global no explicita el límite material de este caso; falta el componente por caso de justificación con evidencia y límite.",54a120708e4c917801d4cd7c550bdcd21e35ad28c68b9d66c297ce40abb91bbd,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/qwen/EVALUACION.json
qwen,1,S4-EXTERNA-DOCUMENTAL/1,E10,"No acredita conformidad completa: causas técnicas no preservadas, límites por caso ausentes y traza insuficiente en E11/E12.",3/4; traza 2/3,"La descripción orienta al defecto, pero no conserva la causa técnica fijada: FaltaVigencia. limitacion es null: la modalidad documental global no explicita el límite material de este caso; falta el componente por caso de justificación con evidencia y límite.",54a120708e4c917801d4cd7c550bdcd21e35ad28c68b9d66c297ce40abb91bbd,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/qwen/EVALUACION.json
qwen,1,S4-EXTERNA-DOCUMENTAL/1,E11,"No acredita conformidad completa: causas técnicas no preservadas, límites por caso ausentes y traza insuficiente en E11/E12.",1/4; traza 1/3,"La descripción orienta al defecto, pero no conserva la causa técnica fijada: Limite. limitacion es null: la modalidad documental global no explicita el límite material de este caso; falta el componente por caso de justificación con evidencia y límite. F06 no establece ni el límite del lector ni el error de apertura; falta vincular a R07. La cifra o hecho expuesto es cotejable con el enunciado. Se reserva el mismo cotejo de etiqueta que en los otros participantes, incluida la equivalencia descriptiva exceso_de_bytes frente a Limite.",54a120708e4c917801d4cd7c550bdcd21e35ad28c68b9d66c297ce40abb91bbd,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/qwen/EVALUACION.json
qwen,1,S4-EXTERNA-DOCUMENTAL/1,E12,"No acredita conformidad completa: causas técnicas no preservadas, límites por caso ausentes y traza insuficiente en E11/E12.",3/4; traza 1/3,"La descripción orienta al defecto, pero no conserva la causa técnica fijada: Io(NotFound). limitacion es null: la modalidad documental global no explicita el límite material de este caso; falta el componente por caso de justificación con evidencia y límite. F06 no establece ni el límite del lector ni el error de apertura; falta vincular a R07. La cifra o hecho expuesto es cotejable con el enunciado.",54a120708e4c917801d4cd7c550bdcd21e35ad28c68b9d66c297ce40abb91bbd,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/qwen/EVALUACION.json
qwen,2,SV-TRAZABILIDAD-2/1,E01,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
qwen,2,SV-TRAZABILIDAD-2/1,E02,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
qwen,2,SV-TRAZABILIDAD-2/1,E03,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
qwen,2,SV-TRAZABILIDAD-2/1,E04,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
qwen,2,SV-TRAZABILIDAD-2/1,E05,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
qwen,2,SV-TRAZABILIDAD-2/1,E06,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
qwen,2,SV-TRAZABILIDAD-2/1,E07,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
qwen,2,SV-TRAZABILIDAD-2/1,E08,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
qwen,2,SV-TRAZABILIDAD-2/1,E09,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
qwen,2,SV-TRAZABILIDAD-2/1,E10,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
qwen,2,SV-TRAZABILIDAD-2/1,E11,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
qwen,2,SV-TRAZABILIDAD-2/1,E12,NO_CONFORME,CONFORME_EN_BLOQUE_DIAGNOSTICO,Original incumple formato; caso cotejado sólo en extracción diagnóstica.,bad096f38fabc301a3aca10ab626d70ae8ca763e4d3fe1446af5c79ee83e09da,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/qwen-intento-2/COTEJO_ORIGINAL.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E01,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,4/4; traza 3/3,"Resolución DATO, literal 8.40 y una llamada de política, con fuente y alcance sintéticos.",bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E02,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,4/4; traza 3/3,PERMISO_REVOCADO con contenido null y una llamada de política; no autorización profesional.,bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E03,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,4/4; traza 3/3,Lectura del recibo negativo admitida sin autorización para actuar. Se cotejan los fragmentos abreviados de F08; no se tratan como reproducción íntegra de sus bytes.,bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E04,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,4/4; traza 3/3,Falta la entrada exacta de montaje F05; la cita del caso no suple la vigencia.,bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E05,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,4/4; traza 3/3,"F03 es una entrada verdadera para P3-01, ajena a P3-11; corresponde VigenciaDistinta.",bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E06,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,4/4; traza 3/3,"Identidad de otra invocación, rechazada antes del contenido.",bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E07,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,4/4; traza 3/3,F06 tiene 539 bytes y huella cbfc037a… coincidente. La escritura descrita corresponde al caso; el participante declara no ejecutar Rust.,bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E08,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,4/4; traza 3/3,"Supresión de no y espacio dentro de alcance: tres bytes. ContenidoDistinto, rechazo anterior a creación del destino.",bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E09,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,4/4; traza 3/3,"Alteración ya ocurrida, detectada al recuperar F07; referencia y vista anteriores intactas. No prevención.",bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E10,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,3/4; traza 2/3,"La cobertura exige F02 y F03; F02 está citado y se omite F03, por tanto FaltaVigencia. DeepSeek responde FaltaCaso y repite esa causa en su justificación, contradictoria con su identificación correcta de F03 omitido. Conserva el rechazo; no acepta una entrega insuficiente.",bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E11,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,1/4; traza 3/3,"Exceso de 16385 frente a 16384, anterior al cotejo y distinto de U. La explicación es materialmente correcta. La asignación de etiquetas públicas requiere revisión común.",bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,1,S4-EXTERNA-DOCUMENTAL/1,E12,No acredita todavía conformidad documental completa; valoración sujeta a revisión humana.,4/4; traza 3/3,"Destino ausente: Io(NotFound), error de E/S, no valor U.",bb3b4ea6b0c9ff9ba69f3565c2d0363c07902754b7d6e26a2d693a0be79c0b73,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s5-recepcion-externa/deepseek/EVALUACION.json
deepseek,2,SV-TRAZABILIDAD-2/1,E01,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E01/fuentes/F03:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
deepseek,2,SV-TRAZABILIDAD-2/1,E02,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E02/fuentes/F05:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
deepseek,2,SV-TRAZABILIDAD-2/1,E03,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E03/fuentes/F04:CITA_NO_EXACTA ; /resultados/E03/fuentes/F05:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
deepseek,2,SV-TRAZABILIDAD-2/1,E04,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E04/fuentes/F04:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
deepseek,2,SV-TRAZABILIDAD-2/1,E05,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E05/fuentes/F03:CITA_NO_EXACTA ; /resultados/E05/fuentes/F04:CITA_NO_EXACTA ; /resultados/E05/fuentes/F05:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
deepseek,2,SV-TRAZABILIDAD-2/1,E06,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E06/fuentes/F04:CITA_NO_EXACTA ; /resultados/E06/fuentes/F05:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
deepseek,2,SV-TRAZABILIDAD-2/1,E07,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E07/fuentes/F02:CITA_NO_EXACTA ; /resultados/E07/fuentes/F03:CITA_NO_EXACTA ; /resultados/E07/fuentes/F06:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
deepseek,2,SV-TRAZABILIDAD-2/1,E08,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E08/fuentes/F02:CITA_NO_EXACTA ; /resultados/E08/fuentes/F03:CITA_NO_EXACTA ; /resultados/E08/fuentes/F06:CITA_NO_EXACTA ; /resultados/E08/fuentes/F07:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
deepseek,2,SV-TRAZABILIDAD-2/1,E09,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E09/fuentes/F02:CITA_NO_EXACTA ; /resultados/E09/fuentes/F03:CITA_NO_EXACTA ; /resultados/E09/fuentes/F06:CITA_NO_EXACTA ; /resultados/E09/fuentes/F07:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
